Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1046,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",정책이나 능력 이런거 쥐뿔도 모르는 놈 대통령 뽑아놓고 뭘 기대했는데 문씨가 싫어서 윤씨 뽑은거 아니냐고 더구나 윤씨는 애도 안 키워봐서 육아에 드는 비용 이런거 몰라 그러니 세수 확보할때 제일 만만한 육아정책 지원금부터 줄이는거지 개뿔도 모르니까 ㅋㅋ 뭐 어쩌겠냐 능력안되는 놈 뽑아놨으니 감내해야지 젠장,영아수당 지급
175,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",자식을 나라에서 돈벌이용으로 만든는 한국 어이없다,영아수당 지급
230,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",세금 대충그래쓰다 나라망한다,영아수당 지급
235,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이건아니다 진짜,영아수당 지급
241,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이게 나라냐 동네놀이터냐,영아수당 지급
297,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",정신나간넘들인기에 지지율만올릴생각말고 민생을챙겨라,영아수당 지급
316,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",먼돈으로한데,영아수당 지급
365,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",라는 인간 뭐라고 했길래 논리터져서 지 글 다 자삭했냐,영아수당 지급
401,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",우선 낳고 출산율 올리자네,영아수당 지급
420,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",바보같은 방법 돈으로 바르기,영아수당 지급
596,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이런 미친짓은 왜하는 거임 이런다고 출산율 올라가냐,영아수당 지급
763,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",학교도 학원도 전학생이 똑같이 같은내용을 배울수 있게 해주세요  공짜로  나라세금으로 그래야  학생들 수준평가가 쉬울듯 이건ㅋ ㅋ,영아수당 지급
810,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",집에서 독박육아중인 가정주부는 해택 개뿔도없네 개 치사하네,영아수당 지급
866,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",저렇게 한다고 애 안낳을 사람들이 낳진 않음 일회성으로 몇백만원 받자고 애를 낳는 바보가 어딨어 근본복인 대책을 세울 생각을 해야지애를 안낳는 이유가 뭔지 아냐 본인들이 살아보니 한국은 너무나 각박하거든남에게 뒤쳐지면 죄인이 되고 무조건 이기고 봐야 하고 쟤는 좋은 아파트 사는데 나는 허접한 곳에 살살면 무시당하고  돈없도 빽없으면 사람취급 못 당하니까 생각 머리 자체가 바뀌지 않는 이상 저출산 해결하기 어렵지,영아수당 지급
1006,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",할배 할매들 평생 자식 손주키우다 골병들어 가시겄다 맞벌이 안 하고서 애 키울 수 없으면 낳지 마라,영아수당 지급
1068,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",정말 싫다 무능하고  개념없는 최악의 대통령 년은 못 버티겠다 ㅜㅜ,영아수당 지급
1282,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",사지멀쩡하고 눈높아 힘든일은 하기싫어 노는 청년에게 돈도주니 누가 힘들게일하려고하나정말 이해안가는 정부방침내가 청년이어도 놀거나 군대간다나이먹고 직장다니는 사람만 혜택못받는 세상,영아수당 지급
1115,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",년 너무 길다,영아수당 지급
1120,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아주 기를 쓰고 여기저기 민영화하려고 애쓰는 느낌 안되니 예산 삭감 찍들 이렇게 될 줄 모르고 찍었나 민주당 욕하지말고 현실을 제대로 보길 국짐이 뭘 원하는지,영아수당 지급
1105,5,0.0719,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",월래그래너무 기대하지마세요,영아수당 지급
463,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",부럽네 초중등 셋인데 허리휘겠는데,영아수당 지급
1246,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",나라가  어찌되려고   일도 안하고  노는사람한테  돈을 주나요  성실히  일하는 사람만 바보인가요,영아수당 지급
1185,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이상한 시민단체  예산 삼감하여 지원바랍니다 나라돈 빼먹는 시민단체 민주당 정권 만들단체,영아수당 지급
1289,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",만명 거의 절반이 사회적 약자네ㅠㅠ,영아수당 지급
1528,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",다자녀 맞벌이하면 대학 등록금 지원 거의 못받아요 이런것 좀 해결해주지  학원비는 그렇다쳐도 대학 등록금까지  힘에 부치는데 ㅠ,영아수당 지급
1463,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",주는건 좋은데  너무 무조건적으로 주는건 아닌지 모르겠네 임기내 있는 돈 다 쓰려는 멍청한 생각인지  윤씨 아저씨 임기가 끝나면 세사잉 끝나는건가  국가 운영을 왜 이렇게 단순하게 생각하는건지  꼭 윤씨 아저씨의 단순함을 닮아가는 느낌  아  대통령이었지  윤씨 아저씨   ㅎㅎ,영아수당 지급
424,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이래도 지랄 저래도 지랄 적당히하자,영아수당 지급
438,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",사교육만 없어도 살만 할텐데 ㅠ,영아수당 지급
1074,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",고오급 주방용품 구입으로 부득이하게 어린이집 예산 삭감하겠되습니다 이해바람니다 대통령 윤석렬,영아수당 지급
1265,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",노는놈들  왜  세금 퍼주나 그돈 열심히 일하는 사람들 에게 더 줘야 맞지  국가 운영을  개떡같이 하니 지지율 엉망이지,영아수당 지급
647,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",성인 되기 전까지 월 씩 지원해라 그럼 낳을게,영아수당 지급
769,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",니돈이냐 그돈받자고 출산하겟냐 라고 그동안 수꼴들이 부르짓었는데 국민투표로 하자,영아수당 지급
1082,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",미래 후세대들에게 투자안하는 국가는 망해간다는 징조다   지금 당장의 지들 삶이 더 중요하다는거거든   ㅋㅋㅋㅋ,영아수당 지급
919,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",대통령직이 노가다네 형들에게나 맞는 듯 박근혜 문재앙 윤석렬 이재명 모두 형 나데기 좋아 하는 형,영아수당 지급
527,5,0.0713,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",욕나온다세금은드릅게 많이내고있는데받지도못하고나라를 지원으로망쪼를들게하는구나,영아수당 지급
170,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",애 낳으면 돈 준다는 허경영식 공략 ㅋㅋ 윤석열은 전두환식 검찰 통치에 문가식 세금 배급에 허경영식 대선 공약 을 합쳐놨냐 ㅋㅋㅌㅌ,영아수당 지급
1300,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",대학수를 반으로 줄여서 조기에  일터 가게 해야지대졸자  국가발전  저해요소다 대학생 뺏지가 좋을시대 지났다 필요한 사람만 학교가면 된다학사 논문은 거의 가짜고 질도 형편없는거 스스로 알잖아,영아수당 지급
126,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",다른 복지는 몰라도 출산 지원은 해야죠  고령화 심해지면 나라 회생 불가입니다 이미 심각 상태고,영아수당 지급
1793,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",부모가 돈을 줘야지 세금으로 주면 형평성에 맞지 않는데   국민들이 돈을 쉽게 버는게 아닌데,영아수당 지급
290,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",에 부모간병 미혼 열심히 일해서  애기 청년 신혼부부들 먹여 살리려면 열심히 일해  세금 왕창내서 저들 배부르게 해줘야지,영아수당 지급
1448,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",부자 감세하고 저 세수는 도대체 어디서 확보하는거야  저소득층한테 다시 거둬들이는거 아니야,영아수당 지급
1160,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",공약 다 지키면 나라 망한다던 부류 뽑은 본인의 손을 원망하세요,영아수당 지급
562,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",세 월 만원이면 연 만원 세  만원 연 만원 아기한명 대학등록금까지 최소 억 너같으면 그돈 받자고 아이 낳아서 키울래 윤주변엔 어찌이런 무능한자들 뿐이냐 임대주택 확대 개나줘라 강남 출퇴근하는데 남양주 이런데 지어 놓으면 출퇴근만 시간이다 필요한데다 적제적소에 짓던가 아님 일정 대기업에서 청년들 고용할때 숙소지급 의무화 하던가 머좀 쌈박한 정책 없냐,영아수당 지급
1396,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",대남놈들 빼고줘라 정신상태가 글러쳐먹어서 열등감에 찍해놓고도 자기탓은 안한다,영아수당 지급
604,5,0.07,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",국민여러분의    자녀인  유아가 다니는  어린이집의한  끼  식사비로  천원이  안된다는  걸   아시나요이것이  보건복지여성가족부의   실태    그래서전국   어린이집은   여성가족부폐지에   찬성하고차라리   교육부로  이관되어  유치원생들   수준의보육비를 지원해줄것을  기대합니다,영아수당 지급
1854,5,0.0687,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이제 인가구는 최대한 절세를 위해 머리 굴려야겠군,영아수당 지급
70,5,0.0684,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",안지켜도 된다이런건 도대체 그 많은 재원을 어디서 충당하려고 저지르냐,영아수당 지급
237,5,0.0675,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",니들이 저 추행당과 다른게  뭐냐 그런다고 출산율이 오를꺼라 생각하나,영아수당 지급
138,5,0.0675,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",세부터 정말 돈 많이 들어가거든요 부모수당은 오히려 이때부터 필요합니다,영아수당 지급
118,5,0.0651,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",휴직했을 때 세는 진짜 필요없는데복직하고 아이 맡길데가 없어서 못낳는 거지그렇다고 외벌이는 안되고ㅠㅠㅠ 왜이런 현실에는 관심이 없고 돈으로만 해결하려고 하는지,영아수당 지급
