Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
950,15,0.1149,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",일회용 아니게 지속력 가져야 민주당 넘들 말만 뻔질나게 하고는 돈만 빼 먹고 용두사미인거 하두 많이 봐와서,영아수당 지급
23,15,0.1148,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",육아휴직 급여받고 부모급여 받는게 중복지원이라는건 무슨논리냐 회사다니면서 낸거 육휴때 보상받는 개념인데전업주부들만 돈주면 출산율 오히려 더 떨어지지보건복지부말이 맞지,영아수당 지급
1872,15,0.1146,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",봐주실 부모님 안계신것도 서러운데 이런 차별까지ㅡㅡ,영아수당 지급
1596,15,0.1127,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",돈이 남아 도는 건가  아님 넘의 돈이라 ,영아수당 지급
830,15,0.1093,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",영아수당 올해부터 만원 얼집보내도 준다는데왜 올해 낳은  아이부터일까작년까지 연년생 셋낳았는데 입양보낼판이다,영아수당 지급
368,15,0.109,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",집값 잡고 육아휴직 아빠엄마 년씩 의무화해라 출산율 나아질거다,영아수당 지급
2064,15,0.107,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",내가 낸 세금으로 노령연금 올려줘내가 낸 세금으로 사각지대 부모한테만 급여줘맞벌이 부부들이 봉이냐입법조사처는 뭐하는 단체인지 쓸모가 없으니다 해산시켜라,영아수당 지급
531,15,0.1051,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",공무원들 하는 짓이 그렇지 뭐  이게 출산정책이라고 나오는거지  조삼모사 낳기만 해라  에라이 그러니 니들 월급적어도 아깝다는거야,영아수당 지급
22,15,0.1051,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",중고등학생 키우는 부모가 더 힘들다 영유아는 분유만 있으면 되쟌아 근데 중고등학생은 먹는고기만해도 엄청나다 근데 지원은 한푼도 없다,영아수당 지급
88,15,0.1051,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",중고딩 키우는 부모들은 꽁으로 애들 키웠나중고딩키우는  부모들에게도 혜택을 줘야지,영아수당 지급
256,15,0.103,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",중고딩 부모  세금은 젤 마니 내고 여태 받은 혀택 하나 없음 앞으로도 없을 예정,영아수당 지급
885,15,0.1014,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",아이들자체 권리에 집중해봐라부모한테 돈만쥐어주면 애들을 돈으로보는 나쁜어른들만 좋아할뿐   부부가이혼하면 양육비미지급이 민사인나라는 한국뿐이지 다 형사처벌감이다 저소득층아이들도 마음놓고 공부할수있도록 해봐 애안낳나,영아수당 지급
476,15,0.1014,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",일찍 태어나서 고성장 가장 활동적인 버블 세대로 살든지 늦게 태어나서 복지세대로 살아야 함 그 중간은 낀세대 어중간한 세대,영아수당 지급
1158,15,0.1008,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이럴줄 몰랐냐ㅋㅋㅋ찍만 화내라,영아수당 지급
104,15,0.0996,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여는 부자부모들에게도 해줄라나부자세금깍아주는데 혜택까지 주면 안되는거아닌가,영아수당 지급
479,15,0.0994,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",전국민공평하게해라ㅡㅡ,영아수당 지급
145,15,0.0984,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",진짜 답답하네 출산율 높이려고 하는 정책인데 이미 낳은 중고딩들 지원해달라는 부모들은머리가 그렇게 나빠서 애들을 어떻게 키우냐 ㅡㅡ 진짜 억울한사람은 올해 살 애기들 키우고 있는 부모들이겠구만,영아수당 지급
174,15,0.0967,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",ㅋ부모급여 인간 같지도 않는것들도 싸지르는데 줘야 하나,영아수당 지급
881,15,0.0963,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",아이 낳으면 억 줘라그리고 아이낳은 부부에겐 평생 애국자로 대우하고,영아수당 지급
1513,15,0.095,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",행복주택영구임대 아파트 주차장 가봐라외제차가 그득하단다  세금을 적게 갇고 나눠주질 말아라 빨갱이 국가도 아니고  노력하고 아키는 사람이나 없다고 배째라는 사람이나 차이가 없다,영아수당 지급
7,15,0.0947,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",육아휴직 급여로 애 키우기 힘들어요 정부에서 이런 지원마저 해주지않는다면 아이는 더 안낳을거에요 월급이외에도 나라가 지원해준다라는 인식이 있어야 애갖는데 부담이 덜해집니다,영아수당 지급
284,15,0.0947,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",저출산이 삼각한 상태입니다 문정권처럼 불필요하게 쓰는것보다 부모 급여 좋은 정책입니다  부모가 아이들을 위해 쓸수있는 개선책을 좀 만들고 살까지 늘려야 한다고 생각합니다,영아수당 지급
1996,15,0.0944,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이런 정책은 환영,영아수당 지급
551,15,0.0922,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",개고생 혼자 살그라,영아수당 지급
511,15,0.0919,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",대를 위한 복지도 좀 해주시죠부모님 자녀  모두 돌봐야 하는데숨막혀요 ㅠㅜ,영아수당 지급
72,15,0.0919,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여 소급적용 해주세요 엉엉 ,영아수당 지급
11,15,0.0919,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",육아휴직급여 상한 최소 은 해야되지 않아요,영아수당 지급
76,15,0.0919,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",소급해줘야지 부모급여,영아수당 지급
8,15,0.0919,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",육아휴직급여 상한 없애주세요,영아수당 지급
202,15,0.0901,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이틈을 노리고 부자격자들이 어린아이를 함부로 입양해 부모급여를 타내는 일이 없기를,영아수당 지급
26,15,0.0901,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",나도 일때려쳐야지 부모급여 받을려고 ㅋㅋㅋㅋ경단녀 되야징,영아수당 지급
402,15,0.0899,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",돈 받으려고 영아 입양해서 학대하는 인간들 있는지 관리 철저히,영아수당 지급
608,15,0.0885,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여돈으로 국공립이나 추진해라,영아수당 지급
807,15,0.0885,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",육휴를 해야  주지 말고 그냥 지급해라 육휴 못쓰는 남편들은 그럼 역차별 아니냐,영아수당 지급
0,15,0.0885,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",무슨 중복이요 그럼 휴직급여 그거 하나 받고 키우라는건디 다 일 그만두라는거에요  지원금이 평생 나오는것도 아니고 영유아기 잠시 나오는건데도 이 난리를쳐서 못받게하네,영아수당 지급
223,15,0.0885,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여 받은 세대들은 어른이 되어 우리들의 국민연금을 책임질 지어다 공짜는 없다,영아수당 지급
2040,15,0.0881,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",아기 있는 집은 무조건 만원 주겠단 말이네   친인척 아무 명의나 올려 놓으면 만원 받겠네   부인이 직업이 없어도 만원 받겠네 ,영아수당 지급
36,15,0.0881,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",자식을 낳아봐야 안다니까   개님과 같이 산 자들이 어찌 사람자식 귀한줄 알까,영아수당 지급
926,15,0.0873,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이건 필요한 지원이 맞긴 함 여기서 어떻게 더 발전시키느냐의 문제,영아수당 지급
1514,15,0.0869,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여 만원이란게 어린이집 보내지 않을 경우 인데  결국 어린이집 보낼 때 지원 예산 부모한테 주는거니 정부야 그돈이 그돈인데 더 들어갈게 없네ㅋㅋㅋㅋ생색은 이렇게 하는거다,영아수당 지급
2070,15,0.0869,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",청와대 새로 짓는다고 돈없으니 말바꾸는건가,영아수당 지급
64,15,0.0869,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",띠가 같고 만 세 조건도 충족하는데 부모급여 안줄 이유가 없다고 봅니다처음 발표대로 지급하는게 옳소소급적용 찬성,영아수당 지급
73,15,0.0869,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모급여 제대로 수정하셔야겠어요 다른기사는 소급적용된다고 써져있고 담당자한테도 전화했더니 년 출생도 년도에 받을수있어요,영아수당 지급
1354,15,0.0864,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",또 쓸데없는짓한다ㅋ,영아수당 지급
376,15,0.0853,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",돈으로 주지마라 쫌문씨랑 똑같은 넘아주려거든 차라리 한시적 지역화폐로 줘,영아수당 지급
1238,15,0.0847,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",자꾸 이상한거 찔금 찔금 낭비하지 말고 출산율 저하나 막을 근본대책에 돈써라  년후 대한민국은 소한민국으로 쪼그라들고 중국이나 일본에  먹힌다 집값 교육비 무상 준비해주고 애낳게 해야 않겄는가,영아수당 지급
1374,15,0.0842,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",뭐하는짓이지,영아수당 지급
825,15,0.0824,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",돈 살포로 표 구걸 해봐야 안통한다 느그 좌파들의 사고 방식과 내로남불로는  국민의 신임을 얻기 어려울꺼다 고로 더불어 쓰레기당은 이번으로 없어질껄,영아수당 지급
939,15,0.0812,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",석열아 계약이 올해까지잔아 와 오바해 너돈아니라고 나불대지말고,영아수당 지급
1314,15,0.0805,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",미쳤네,영아수당 지급
422,15,0.0801,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",세금내기 싫네인구가 절반으로 줄어야,영아수당 지급
503,15,0.0788,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",돈으로 해결하려면 안되는거 알면서 또 돈이네ㅎㅎ 그래봤자 출산율 올라가나보자,영아수당 지급
871,15,0.0783,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",오세훈 시장님  교통방송 없애고  교육방송 진행하기로  하셨는데 왜  진행 안시키고 계신가요,영아수당 지급
2052,15,0.0783,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",부모가 백신맞고 건강 잃으면 아기를 어떻게 키우겠어요 수당지급 이런 거 필요없으니까 코로나백신 강제접종이나 멈추면서 안전하게 아이들 키울 수 있는 사회 만들어주시죠,영아수당 지급
818,15,0.0768,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",표구걸 쇼쇼쇼그돈모두 국민세금서나온다는것만 알길국민세금 쌈짓돈생각하는 미친정부,영아수당 지급
262,15,0.0754,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",대학교까지 무상교육해야 한국이 유지된다 돈도 좋겠지만 부모가 무슨일있을때 시간 편의점처럼 믿고 맡길곳을 만들어야한다,영아수당 지급
2049,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이건 뭐 눈먼 돈 수준이라 챙겨먹는 쓰레기들 넘쳐나겠네,영아수당 지급
2073,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",뭔 돈으로 준당가,영아수당 지급
1253,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이그 나무말고 숲을봐라 젊은 사람들이 노예를 생산해야 나라가 살지,영아수당 지급
932,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",내 아이는 살이라 지원금 못받지만 찬성이다 저런다고 바로 출산율이 좋아질 것 같지 않지만  출산율 전세계 꼴지  게다가 서울은  애 안낳는 나라는 답이 없다 서울 아파트값 배로 만든 문재인이 출산율 꼴지의 일등공신이다,영아수당 지급
855,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",뜬금없이 곰은 또 뭐지,영아수당 지급
176,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",타먹고 영유아 방치 늘겠네 미혼부모 감시 잘해라 타먹고 방 갈듯 윽,영아수당 지급
553,15,0.0741,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",정작돈은 유치원 갈때부터 많이 드는데,영아수당 지급
468,15,0.0734,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",나는 도대체 세금을 얼마나 더 내야하나요 월급쟁이는 진짜 세금내느라 너무 힘들어요,영아수당 지급
351,15,0.0734,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",초중고도 지원해라  초등학교저학년은 일찍끝나서 부모든 할머니할아버지든 꼼짝도 못한다,영아수당 지급
17,15,0.0726,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",사실  육아휴직쓰면 돈이 모자라니 필요하긴해,영아수당 지급
1058,15,0.0726,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",앞뒤가  맞지않고   언행일치  전혀안되고  그때 그때기분따라  내뱉는  상투적인  언어  하여간 국짐당은빨갱이들  미사일 쏴대면  그걸 이용하여   안보팔이성수기가  됩니다   안보장사는  정말  잘합니다꼴통들은  안보라 하면  자다가도  벌떡  일어나니까요물론 안보는  여야가 있어서는  안되고   꼭 대비해야되는  것은 맞지만  야당은 용공집단이라  프래임씌우고  자기들만의  소유물이라  생각합니다어이가 없어요  자기들만 안보,영아수당 지급
607,15,0.0726,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",양육수당아동수당 합치면 돈 줄어드는데 돈안줄라고 꼼수부리네ㅋㅋㅋㅋ 그리고 연구원 누구냐 기관안보내고 싶은 사람들도 억지로 보내게하는게 좋은정책이냐,영아수당 지급
483,15,0.0726,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",세까지 유아수당 아동수당 나오는데 부모수당까지 아이 낳아 방치하고 수당만 챙기는 것들이 뉴스에 나오는데 영유아말고 초등학생 이후부터로 해서 수당이 현금으로 부모 통장으로 꽂히는게 아니라 바우처 형태로 문화예술 교육목적으로만 쓸 수 있게 해주세요,영아수당 지급
129,15,0.072,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",그런 지원 도  없었어도  자식들 잘먹고 잘 키웠다   내돈아니라고  펑펑,영아수당 지급
614,15,0.0714,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",이젠 지자체 차이없이 빈부 차이없이 애 낳고 키우는거 지원은 오바인가 싶을정도로 하는게 맞음 지금 애 낳아서 누가 좋은데ㅜ  건국이래 첫 인구감소로 나라소멸 접어들었는데 지푸라기라도 잡는심정으로 하나라도 더 낳는데 뭐든 다 지원해야지 ㄹㅇ 인구 다 갈리고 그때 뭐라도 해볼걸 은 너무 늦음,영아수당 지급
566,15,0.0713,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",그리 끌어부어도 비정규직만 양산하는 현재 체제에서는애 안낳는다    낳는다해도 돈을 위해 애를 돌보면 또 다른아동학대를 부를것이고,영아수당 지급
1679,15,0.07,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",미틴  ㅇㅅㅎ  초딩이,영아수당 지급
1719,15,0.069,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",봐주는지 안봐주는지 어떻게 확인할껀데,영아수당 지급
1349,15,0.0687,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",하아 돈 뿌리는 정책은 문재앙이 하는건데,영아수당 지급
1324,15,0.0662,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",청년수당 소규모 사업체 지원 수당 거의 술마시고 고기 구워 먹는데 사용됨,영아수당 지급
1103,15,0.0654,"부모, 급여, 월급, 자식, 육아휴직, 중, 하나, 무슨, 지원, 직장",누가 뽑으랬냐고,영아수당 지급
